"year","school","commune","csep","ethnicity","rural","region","sch_type","gender","grade","fw"
2016,4531,8101,2,0,0,8,1,1,4,22
2016,4531,8101,3,0,0,8,1,1,4,19
2016,4531,8101,3,1,0,8,1,1,4,2
2016,4531,8101,1,0,0,8,1,1,4,5
2016,4531,8101,2,1,0,8,1,1,4,2
2016,4531,8101,2,0,0,8,1,2,4,13
2016,4531,8101,3,0,0,8,1,2,4,20
2016,4531,8101,3,1,0,8,1,2,4,2
2016,4531,8101,1,0,0,8,1,2,4,3
2016,4548,8101,2,0,0,8,1,1,4,5
2016,4548,8101,3,0,0,8,1,1,4,7
2016,4548,8101,2,0,0,8,1,2,4,1
2016,4548,8101,3,0,0,8,1,2,4,2
2016,4563,8101,2,0,0,8,1,1,4,1
2016,4563,8101,3,0,0,8,1,1,4,2
2016,4563,8101,2,0,0,8,1,2,4,1
2016,4563,8101,3,0,0,8,1,2,4,1
2016,4563,8101,3,1,0,8,1,2,4,1
2016,4564,8101,2,0,0,8,1,1,4,27
2016,4564,8101,3,0,0,8,1,1,4,21
2016,4564,8101,3,1,0,8,1,1,4,4
2016,4564,8101,1,0,0,8,1,1,4,9
2016,4564,8101,1,1,0,8,1,1,4,1
2016,4564,8101,3,0,0,8,1,2,4,15
2016,4564,8101,2,0,0,8,1,2,4,20
2016,4564,8101,2,1,0,8,1,2,4,3
2016,4564,8101,1,0,0,8,1,2,4,2
2016,4565,8101,2,0,0,8,1,1,4,8
2016,4565,8101,3,0,0,8,1,1,4,7
2016,4565,8101,1,1,0,8,1,1,4,1
2016,4565,8101,2,0,0,8,1,2,4,4
2016,4565,8101,2,1,0,8,1,2,4,1
2016,4565,8101,3,0,0,8,1,2,4,9
2016,4569,8101,2,0,0,8,1,1,4,5
2016,4569,8101,3,0,0,8,1,1,4,8
2016,4569,8101,3,1,0,8,1,1,4,1
2016,4569,8101,2,0,0,8,1,2,4,5
2016,4569,8101,3,0,0,8,1,2,4,6
2016,4569,8101,3,1,0,8,1,2,4,1
2016,4572,8101,2,0,0,8,1,1,4,4
2016,4572,8101,2,1,0,8,1,1,4,1
2016,4572,8101,3,0,0,8,1,1,4,7
2016,4572,8101,1,0,0,8,1,1,4,3
2016,4572,8101,2,0,0,8,1,2,4,2
2016,4572,8101,3,0,0,8,1,2,4,4
2016,4574,8101,2,0,0,8,1,2,4,20
2016,4574,8101,2,1,0,8,1,2,4,3
2016,4574,8101,3,0,0,8,1,2,4,20
2016,4574,8101,1,0,0,8,1,2,4,4
2016,4574,8101,3,1,0,8,1,2,4,1
2016,4577,8101,2,0,0,8,1,1,4,3
2016,4577,8101,3,0,0,8,1,1,4,5
2016,4577,8101,2,0,0,8,1,2,4,1
2016,4577,8101,3,1,0,8,1,2,4,2
2016,4577,8101,3,0,0,8,1,2,4,1
2016,4579,8101,2,0,0,8,1,1,4,7
2016,4579,8101,3,0,0,8,1,1,4,11
2016,4579,8101,3,1,0,8,1,1,4,1
2016,4579,8101,1,0,0,8,1,1,4,4
2016,4579,8101,2,0,0,8,1,2,4,6
2016,4579,8101,3,0,0,8,1,2,4,6
2016,4579,8101,3,1,0,8,1,2,4,3
2016,4579,8101,1,0,0,8,1,2,4,1
2016,4581,8101,2,1,0,8,1,1,4,1
2016,4581,8101,3,0,0,8,1,1,4,4
2016,4581,8101,2,0,0,8,1,2,4,3
2016,4581,8101,3,0,0,8,1,2,4,1
2016,4582,8101,2,0,0,8,1,1,4,3
2016,4582,8101,3,0,0,8,1,1,4,5
2016,4582,8101,3,0,0,8,1,2,4,6
2016,4582,8101,2,0,0,8,1,2,4,1
2016,4585,8101,2,0,0,8,1,1,4,1
2016,4585,8101,3,0,0,8,1,1,4,6
2016,4585,8101,3,1,0,8,1,1,4,1
2016,4585,8101,2,0,0,8,1,2,4,6
2016,4585,8101,3,0,0,8,1,2,4,4
2016,4588,8101,2,0,0,8,1,1,4,12
2016,4588,8101,2,1,0,8,1,1,4,1
2016,4588,8101,3,0,0,8,1,1,4,18
2016,4588,8101,3,1,0,8,1,1,4,3
2016,4588,8101,1,0,0,8,1,1,4,6
2016,4588,8101,2,0,0,8,1,2,4,10
2016,4588,8101,3,0,0,8,1,2,4,19
2016,4588,8101,3,1,0,8,1,2,4,2
2016,4588,8101,1,0,0,8,1,2,4,3
2016,4589,8101,2,0,0,8,1,1,4,2
2016,4589,8101,3,0,0,8,1,1,4,2
2016,4589,8101,3,1,0,8,1,1,4,2
2016,4589,8101,2,0,0,8,1,2,4,5
2016,4589,8101,3,0,0,8,1,2,4,4
2016,4589,8101,3,1,0,8,1,2,4,2
2016,4592,8101,2,0,0,8,1,1,4,1
2016,4592,8101,3,0,0,8,1,1,4,6
2016,4592,8101,1,0,0,8,1,1,4,1
2016,4592,8101,3,0,0,8,1,2,4,2
2016,4592,8101,3,1,0,8,1,2,4,2
2016,4592,8101,2,0,0,8,1,2,4,1
2016,4603,8101,2,0,0,8,1,1,4,2
2016,4603,8101,3,0,0,8,1,1,4,5
2016,4603,8101,2,0,0,8,1,2,4,1
2016,4609,8101,3,0,0,8,1,1,4,7
2016,4609,8101,2,0,0,8,1,1,4,2
2016,4609,8101,2,1,0,8,1,1,4,1
2016,4609,8101,3,1,0,8,1,1,4,2
2016,4609,8101,2,0,0,8,1,2,4,4
2016,4609,8101,3,0,0,8,1,2,4,5
2016,4612,8101,2,0,0,8,1,1,4,3
2016,4612,8101,3,0,0,8,1,1,4,4
2016,4612,8101,3,0,0,8,1,2,4,3
2016,4613,8101,2,0,0,8,1,1,4,1
2016,4613,8101,3,0,0,8,1,1,4,1
2016,4613,8101,2,0,0,8,1,2,4,1
2016,4613,8101,3,0,0,8,1,2,4,2
2016,4614,8101,2,0,1,8,1,1,4,2
2016,4614,8101,3,0,1,8,1,1,4,7
2016,4614,8101,2,0,1,8,1,2,4,9
2016,4614,8101,3,0,1,8,1,2,4,5
2016,4622,8101,2,0,1,8,1,1,4,1
2016,4622,8101,3,0,1,8,1,1,4,2
2016,4622,8101,3,1,1,8,1,1,4,1
2016,4622,8101,2,0,1,8,1,2,4,4
2016,4622,8101,3,0,1,8,1,2,4,1
2016,4630,8101,2,0,0,8,2,2,4,22
2016,4630,8101,3,0,0,8,2,2,4,31
2016,4630,8101,1,0,0,8,2,2,4,14
2016,4630,8101,3,1,0,8,2,2,4,3
2016,4630,8101,2,1,0,8,2,2,4,1
2016,4635,8101,2,0,0,8,2,1,4,6
2016,4635,8101,3,0,0,8,2,1,4,7
2016,4635,8101,3,1,0,8,2,1,4,1
2016,4635,8101,1,0,0,8,2,1,4,3
2016,4635,8101,2,0,0,8,2,2,4,4
2016,4635,8101,3,0,0,8,2,2,4,7
2016,4635,8101,3,1,0,8,2,2,4,1
2016,4635,8101,1,0,0,8,2,2,4,2
2016,4636,8101,2,0,0,8,2,1,4,6
2016,4636,8101,3,0,0,8,2,1,4,5
2016,4636,8101,1,0,0,8,2,1,4,13
2016,4636,8101,1,1,0,8,2,1,4,1
2016,4636,8101,1,0,0,8,2,2,4,2
2016,4636,8101,2,0,0,8,2,2,4,4
2016,4636,8101,3,0,0,8,2,2,4,2
2016,4636,8101,1,1,0,8,2,2,4,1
2016,4639,8101,2,0,0,8,2,1,4,1
2016,4639,8101,3,0,0,8,2,1,4,3
2016,4639,8101,3,1,0,8,2,1,4,1
2016,4639,8101,1,0,0,8,2,1,4,2
2016,4639,8101,1,1,0,8,2,1,4,1
2016,4639,8101,3,0,0,8,2,2,4,3
2016,4645,8101,1,0,0,8,2,1,4,4
2016,4645,8101,2,0,0,8,2,1,4,7
2016,4645,8101,2,1,0,8,2,1,4,2
2016,4645,8101,3,0,0,8,2,1,4,6
2016,4645,8101,2,0,0,8,2,2,4,5
2016,4645,8101,3,0,0,8,2,2,4,2
2016,4645,8101,1,0,0,8,2,2,4,1
2016,4646,8101,2,0,0,8,2,1,4,20
2016,4646,8101,2,1,0,8,2,1,4,1
2016,4646,8101,3,0,0,8,2,1,4,8
2016,4646,8101,3,1,0,8,2,1,4,2
2016,4646,8101,1,0,0,8,2,1,4,19
2016,4646,8101,1,1,0,8,2,1,4,1
2016,4646,8101,1,0,0,8,2,2,4,19
2016,4646,8101,2,0,0,8,2,2,4,11
2016,4646,8101,3,0,0,8,2,2,4,11
2016,4646,8101,3,1,0,8,2,2,4,1
2016,4646,8101,1,1,0,8,2,2,4,3
2016,4647,8101,2,1,0,8,2,1,4,1
2016,4647,8101,3,0,0,8,2,1,4,5
2016,4647,8101,1,0,0,8,2,1,4,1
2016,4647,8101,2,0,0,8,2,2,4,4
2016,4647,8101,3,0,0,8,2,2,4,5
2016,4647,8101,3,1,0,8,2,2,4,1
2016,4648,8101,2,0,0,8,2,1,4,5
2016,4648,8101,3,0,0,8,2,1,4,5
2016,4648,8101,1,0,0,8,2,1,4,2
2016,4648,8101,2,1,0,8,2,1,4,1
2016,4648,8101,2,0,0,8,2,2,4,2
2016,4648,8101,1,0,0,8,2,2,4,1
2016,4648,8101,3,0,0,8,2,2,4,1
2016,4659,8101,2,0,0,8,2,1,4,12
2016,4659,8101,2,1,0,8,2,1,4,2
2016,4659,8101,3,1,0,8,2,1,4,1
2016,4659,8101,3,0,0,8,2,1,4,6
2016,4659,8101,1,0,0,8,2,1,4,3
2016,4659,8101,3,0,0,8,2,2,4,13
2016,4659,8101,2,0,0,8,2,2,4,22
2016,4659,8101,1,0,0,8,2,2,4,11
2016,4659,8101,2,1,0,8,2,2,4,1
2016,4660,8101,2,0,0,8,2,1,4,4
2016,4660,8101,3,0,0,8,2,1,4,18
2016,4660,8101,3,1,0,8,2,1,4,2
2016,4660,8101,1,0,0,8,2,1,4,2
2016,4660,8101,2,0,0,8,2,2,4,5
2016,4660,8101,3,0,0,8,2,2,4,10
2016,4660,8101,3,1,0,8,2,2,4,1
2016,4663,8101,3,0,0,8,2,1,4,12
2016,4663,8101,2,0,0,8,2,1,4,10
2016,4663,8101,2,1,0,8,2,1,4,1
2016,4663,8101,3,1,0,8,2,1,4,1
2016,4663,8101,1,0,0,8,2,1,4,11
2016,4663,8101,2,0,0,8,2,2,4,40
2016,4663,8101,2,1,0,8,2,2,4,4
2016,4663,8101,3,0,0,8,2,2,4,31
2016,4663,8101,3,1,0,8,2,2,4,4
2016,4663,8101,1,0,0,8,2,2,4,20
2016,4664,8101,2,0,0,8,2,1,4,23
2016,4664,8101,3,0,0,8,2,1,4,13
2016,4664,8101,1,0,0,8,2,1,4,4
2016,4664,8101,2,1,0,8,2,1,4,1
2016,4664,8101,3,0,0,8,2,2,4,19
2016,4664,8101,2,0,0,8,2,2,4,11
2016,4664,8101,2,1,0,8,2,2,4,3
2016,4664,8101,3,1,0,8,2,2,4,1
2016,4664,8101,1,0,0,8,2,2,4,4
2016,4664,8101,1,1,0,8,2,2,4,1
2016,4665,8101,2,0,0,8,2,1,4,6
2016,4665,8101,2,1,0,8,2,1,4,1
2016,4665,8101,3,1,0,8,2,1,4,3
2016,4665,8101,3,0,0,8,2,1,4,5
2016,4665,8101,1,0,0,8,2,1,4,4
2016,4665,8101,2,0,0,8,2,2,4,7
2016,4665,8101,3,0,0,8,2,2,4,5
2016,4665,8101,1,0,0,8,2,2,4,3
2016,4666,8101,2,0,0,8,2,1,4,17
2016,4666,8101,2,1,0,8,2,1,4,1
2016,4666,8101,3,0,0,8,2,1,4,10
2016,4666,8101,1,0,0,8,2,1,4,11
2016,4666,8101,1,1,0,8,2,1,4,3
2016,4666,8101,2,0,0,8,2,2,4,13
2016,4666,8101,2,1,0,8,2,2,4,3
2016,4666,8101,3,0,0,8,2,2,4,7
2016,4666,8101,3,1,0,8,2,2,4,1
2016,4666,8101,1,0,0,8,2,2,4,8
2016,4669,8101,2,0,0,8,2,1,4,13
2016,4669,8101,3,0,0,8,2,1,4,6
2016,4669,8101,1,0,0,8,2,1,4,27
2016,4669,8101,1,1,0,8,2,1,4,2
2016,4669,8101,1,0,0,8,2,2,4,22
2016,4669,8101,2,0,0,8,2,2,4,11
2016,4669,8101,3,0,0,8,2,2,4,5
2016,4669,8101,1,1,0,8,2,2,4,1
2016,4669,8101,2,1,0,8,2,2,4,1
2016,4670,8101,2,0,0,8,2,1,4,2
2016,4670,8101,3,0,0,8,2,1,4,4
2016,4670,8101,3,1,0,8,2,1,4,1
2016,4670,8101,2,0,0,8,2,2,4,1
2016,4670,8101,3,0,0,8,2,2,4,8
2016,4670,8101,1,0,0,8,2,2,4,1
2016,4672,8101,2,0,0,8,2,1,4,24
2016,4672,8101,2,1,0,8,2,1,4,3
2016,4672,8101,3,0,0,8,2,1,4,21
2016,4672,8101,3,1,0,8,2,1,4,2
2016,4672,8101,1,0,0,8,2,1,4,3
2016,4672,8101,2,0,0,8,2,2,4,23
2016,4672,8101,2,1,0,8,2,2,4,2
2016,4672,8101,3,0,0,8,2,2,4,21
2016,4672,8101,3,1,0,8,2,2,4,4
2016,4672,8101,1,0,0,8,2,2,4,2
2016,4672,8101,1,1,0,8,2,2,4,1
2016,4679,8101,1,0,0,8,3,1,4,16
2016,4679,8101,1,1,0,8,3,1,4,3
2016,4679,8101,3,0,0,8,3,1,4,3
2016,4679,8101,2,0,0,8,3,1,4,1
2016,4679,8101,2,0,0,8,3,2,4,2
2016,4679,8101,1,0,0,8,3,2,4,23
2016,4680,8101,1,0,0,8,3,1,4,4
2016,4680,8101,3,0,0,8,3,1,4,4
2016,4680,8101,1,0,0,8,3,2,4,7
2016,4680,8101,2,0,0,8,3,2,4,1
2016,4680,8101,1,1,0,8,3,2,4,1
2016,4686,8101,2,0,0,8,3,1,4,1
2016,4686,8101,3,0,0,8,3,1,4,2
2016,4686,8101,1,0,0,8,3,1,4,24
2016,4686,8101,3,0,0,8,3,2,4,2
2016,4686,8101,1,0,0,8,3,2,4,26
2016,4686,8101,1,1,0,8,3,2,4,2
2016,4686,8101,2,0,0,8,3,2,4,1
2016,4688,8101,3,0,0,8,3,1,4,2
2016,4688,8101,1,0,0,8,3,1,4,38
2016,4688,8101,1,1,0,8,3,1,4,1
2016,4688,8101,1,0,0,8,3,2,4,46
2016,4698,8101,1,0,0,8,3,1,4,9
2016,4698,8101,2,0,0,8,3,1,4,3
2016,4698,8101,1,1,0,8,3,1,4,1
2016,4698,8101,1,0,0,8,3,2,4,3
2016,4698,8101,2,0,0,8,3,2,4,1
2016,4868,8101,2,0,0,8,2,1,4,10
2016,4868,8101,3,0,0,8,2,1,4,9
2016,4868,8101,1,0,0,8,2,1,4,6
2016,4868,8101,1,0,0,8,2,2,4,6
2016,4868,8101,2,0,0,8,2,2,4,7
2016,4868,8101,3,1,0,8,2,2,4,1
2016,4868,8101,3,0,0,8,2,2,4,5
2016,4868,8101,2,1,0,8,2,2,4,1
2016,11415,8101,3,0,0,8,3,1,4,1
2016,11415,8101,1,0,0,8,3,1,4,3
2016,11415,8101,3,0,0,8,3,2,4,1
2016,11709,8101,2,0,0,8,2,1,4,3
2016,11709,8101,3,0,0,8,2,1,4,10
2016,11709,8101,3,1,0,8,2,1,4,4
2016,11709,8101,2,0,0,8,2,2,4,1
2016,11709,8101,2,1,0,8,2,2,4,2
2016,11709,8101,3,0,0,8,2,2,4,11
2016,11709,8101,3,1,0,8,2,2,4,1
2016,11741,8101,2,0,0,8,2,1,4,2
2016,11741,8101,3,0,0,8,2,1,4,5
2016,11741,8101,2,0,0,8,2,2,4,2
2016,11741,8101,2,1,0,8,2,2,4,1
2016,11741,8101,3,0,0,8,2,2,4,5
2016,11741,8101,3,1,0,8,2,2,4,1
2016,12024,8101,1,0,0,8,3,1,4,12
2016,12024,8101,2,0,0,8,3,1,4,1
2016,12024,8101,3,0,0,8,3,1,4,2
2016,12024,8101,1,0,0,8,3,2,4,15
2016,12024,8101,1,1,0,8,3,2,4,1
2016,12024,8101,3,0,0,8,3,2,4,1
2016,17607,8101,1,0,0,8,2,1,4,16
2016,17607,8101,3,0,0,8,2,1,4,6
2016,17607,8101,2,0,0,8,2,1,4,3
2016,17607,8101,1,0,0,8,2,2,4,15
2016,17607,8101,2,1,0,8,2,2,4,1
2016,17607,8101,3,0,0,8,2,2,4,3
2016,17607,8101,2,0,0,8,2,2,4,3
2016,17635,8101,2,0,0,8,2,1,4,32
2016,17635,8101,2,1,0,8,2,1,4,4
2016,17635,8101,3,0,0,8,2,1,4,31
2016,17635,8101,3,1,0,8,2,1,4,2
2016,17635,8101,1,0,0,8,2,1,4,7
2016,17635,8101,3,0,0,8,2,2,4,20
2016,17635,8101,2,0,0,8,2,2,4,27
2016,17635,8101,2,1,0,8,2,2,4,3
2016,17635,8101,1,0,0,8,2,2,4,8
2016,17686,8101,1,0,0,8,2,1,4,3
2016,17686,8101,3,0,0,8,2,1,4,7
2016,17686,8101,2,0,0,8,2,1,4,8
2016,17686,8101,2,0,0,8,2,2,4,8
2016,17686,8101,3,0,0,8,2,2,4,4
2016,17686,8101,1,0,0,8,2,2,4,4
2016,17686,8101,1,1,0,8,2,2,4,1
2016,17733,8101,2,0,0,8,2,1,4,4
2016,17733,8101,2,1,0,8,2,1,4,1
2016,17733,8101,3,0,0,8,2,1,4,15
2016,17733,8101,1,0,0,8,2,1,4,5
2016,17733,8101,3,1,0,8,2,1,4,1
2016,17733,8101,2,1,0,8,2,2,4,1
2016,17733,8101,3,0,0,8,2,2,4,9
2016,17749,8101,2,0,1,8,2,1,4,1
2016,17749,8101,3,0,1,8,2,1,4,3
2016,17749,8101,3,0,1,8,2,2,4,2
2016,17854,8101,2,0,0,8,2,1,4,10
2016,17854,8101,2,1,0,8,2,1,4,1
2016,17854,8101,3,0,0,8,2,1,4,5
2016,17854,8101,3,1,0,8,2,1,4,1
2016,17854,8101,1,0,0,8,2,1,4,1
2016,17854,8101,1,0,0,8,2,2,4,2
2016,17854,8101,2,0,0,8,2,2,4,4
2016,17854,8101,2,1,0,8,2,2,4,3
2016,17854,8101,3,0,0,8,2,2,4,6
2016,17855,8101,2,0,0,8,2,2,4,7
2016,17855,8101,3,0,0,8,2,2,4,8
2016,17855,8101,3,1,0,8,2,2,4,1
2016,17855,8101,1,0,0,8,2,2,4,15
2016,17855,8101,1,1,0,8,2,2,4,1
2016,17875,8101,2,0,0,8,2,1,4,19
2016,17875,8101,3,0,0,8,2,1,4,15
2016,17875,8101,3,1,0,8,2,1,4,1
2016,17875,8101,1,0,0,8,2,1,4,2
2016,17875,8101,1,1,0,8,2,1,4,1
2016,17875,8101,1,0,0,8,2,2,4,1
2016,17875,8101,2,0,0,8,2,2,4,8
2016,17875,8101,2,1,0,8,2,2,4,1
2016,17875,8101,3,0,0,8,2,2,4,13
2016,17875,8101,3,1,0,8,2,2,4,3
2016,17900,8101,2,0,0,8,2,1,4,1
2016,17900,8101,2,1,0,8,2,1,4,1
2016,17900,8101,3,0,0,8,2,1,4,5
2016,17900,8101,1,0,0,8,2,1,4,6
2016,17900,8101,2,0,0,8,2,2,4,7
2016,17900,8101,2,1,0,8,2,2,4,1
2016,17900,8101,3,0,0,8,2,2,4,2
2016,17900,8101,1,0,0,8,2,2,4,9
2016,17912,8101,2,0,0,8,2,1,4,10
2016,17912,8101,2,1,0,8,2,1,4,1
2016,17912,8101,3,0,0,8,2,1,4,8
2016,17912,8101,1,0,0,8,2,1,4,16
2016,17912,8101,1,1,0,8,2,1,4,1
2016,17912,8101,2,0,0,8,2,2,4,12
2016,17912,8101,3,0,0,8,2,2,4,8
2016,17912,8101,1,0,0,8,2,2,4,16
2016,17912,8101,1,1,0,8,2,2,4,1
2016,17912,8101,2,1,0,8,2,2,4,1
2016,18007,8101,2,0,0,8,2,1,4,10
2016,18007,8101,3,0,0,8,2,1,4,10
2016,18007,8101,1,0,0,8,2,1,4,17
2016,18007,8101,2,0,0,8,2,2,4,14
2016,18007,8101,3,0,0,8,2,2,4,8
2016,18007,8101,1,0,0,8,2,2,4,23
2016,18007,8101,1,1,0,8,2,2,4,1
2016,18055,8101,1,0,0,8,3,1,4,9
2016,18055,8101,2,0,0,8,3,1,4,1
2016,18055,8101,2,0,0,8,3,2,4,2
2016,18055,8101,3,0,0,8,3,2,4,1
2016,18055,8101,1,0,0,8,3,2,4,7
2016,18097,8101,2,0,0,8,2,1,4,10
2016,18097,8101,3,0,0,8,2,1,4,8
2016,18097,8101,1,0,0,8,2,1,4,39
2016,18097,8101,1,1,0,8,2,1,4,1
2016,18097,8101,2,0,0,8,2,2,4,6
2016,18097,8101,3,0,0,8,2,2,4,5
2016,18097,8101,1,0,0,8,2,2,4,48
2016,18223,8101,2,0,0,8,2,1,4,7
2016,18223,8101,3,0,0,8,2,1,4,7
2016,18223,8101,1,0,0,8,2,1,4,1
2016,18223,8101,1,1,0,8,2,1,4,1
2016,18223,8101,2,0,0,8,2,2,4,5
2016,18223,8101,2,1,0,8,2,2,4,1
2016,18223,8101,3,0,0,8,2,2,4,1
2016,18223,8101,3,1,0,8,2,2,4,1
2016,18247,8101,2,0,0,8,2,1,4,15
2016,18247,8101,2,1,0,8,2,1,4,1
2016,18247,8101,3,0,0,8,2,1,4,11
2016,18247,8101,1,0,0,8,2,1,4,4
2016,18247,8101,2,0,0,8,2,2,4,8
2016,18247,8101,3,0,0,8,2,2,4,8
2016,18247,8101,1,0,0,8,2,2,4,5
2016,31119,8101,2,0,0,8,2,1,4,4
2016,31119,8101,3,0,0,8,2,1,4,3
2016,31119,8101,3,1,0,8,2,1,4,1
2016,31119,8101,1,0,0,8,2,1,4,14
2016,31119,8101,2,0,0,8,2,2,4,6
2016,31119,8101,3,0,0,8,2,2,4,5
2016,31119,8101,1,0,0,8,2,2,4,20
2016,31119,8101,1,1,0,8,2,2,4,1
2016,4984,8102,2,0,0,8,1,1,4,3
2016,4984,8102,3,0,0,8,1,1,4,11
2016,4984,8102,3,1,0,8,1,1,4,2
2016,4984,8102,1,0,0,8,1,1,4,1
2016,4984,8102,2,0,0,8,1,2,4,6
2016,4984,8102,3,0,0,8,1,2,4,8
2016,4984,8102,3,1,0,8,1,2,4,1
2016,4984,8102,1,0,0,8,1,2,4,2
2016,4985,8102,3,0,0,8,1,1,4,10
2016,4985,8102,2,0,0,8,1,1,4,1
2016,4985,8102,2,0,0,8,1,2,4,2
2016,4985,8102,2,1,0,8,1,2,4,1
2016,4985,8102,3,0,0,8,1,2,4,10
2016,4985,8102,3,1,0,8,1,2,4,1
2016,4986,8102,3,0,0,8,1,1,4,4
2016,4986,8102,2,0,0,8,1,1,4,1
2016,4986,8102,2,1,0,8,1,1,4,1
2016,4986,8102,2,0,0,8,1,2,4,1
2016,4986,8102,3,0,0,8,1,2,4,2
2016,4987,8102,2,0,0,8,1,1,4,6
2016,4987,8102,3,0,0,8,1,1,4,11
2016,4987,8102,2,0,0,8,1,2,4,4
2016,4987,8102,2,1,0,8,1,2,4,1
2016,4987,8102,3,0,0,8,1,2,4,10
2016,4987,8102,1,0,0,8,1,2,4,1
2016,4988,8102,3,0,0,8,1,1,4,21
2016,4988,8102,2,0,0,8,1,1,4,7
2016,4988,8102,3,1,0,8,1,1,4,2
2016,4988,8102,1,0,0,8,1,1,4,2
2016,4988,8102,1,0,0,8,1,2,4,2
2016,4988,8102,3,0,0,8,1,2,4,26
2016,4988,8102,2,0,0,8,1,2,4,7
2016,4989,8102,3,0,0,8,1,1,4,16
2016,4989,8102,1,0,0,8,1,1,4,1
2016,4989,8102,2,0,0,8,1,1,4,8
2016,4989,8102,3,1,0,8,1,1,4,2
2016,4989,8102,2,0,0,8,1,2,4,5
2016,4989,8102,2,1,0,8,1,2,4,1
2016,4989,8102,3,0,0,8,1,2,4,13
2016,4990,8102,2,0,0,8,1,1,4,1
2016,4990,8102,2,1,0,8,1,1,4,1
2016,4990,8102,3,0,0,8,1,1,4,8
2016,4990,8102,3,1,0,8,1,1,4,3
2016,4990,8102,1,0,0,8,1,1,4,1
2016,4990,8102,3,0,0,8,1,2,4,10
2016,4991,8102,2,0,0,8,1,1,4,3
2016,4991,8102,3,0,0,8,1,1,4,9
2016,4991,8102,2,1,0,8,1,1,4,1
2016,4991,8102,2,0,0,8,1,2,4,3
2016,4991,8102,3,0,0,8,1,2,4,7
2016,4991,8102,3,1,0,8,1,2,4,2
2016,4992,8102,2,0,0,8,1,1,4,3
2016,4992,8102,2,1,0,8,1,1,4,1
2016,4992,8102,3,0,0,8,1,1,4,10
2016,4992,8102,1,0,0,8,1,1,4,1
2016,4992,8102,2,0,0,8,1,2,4,7
2016,4992,8102,3,0,0,8,1,2,4,12
2016,4992,8102,3,1,0,8,1,2,4,1
2016,4992,8102,1,0,0,8,1,2,4,1
2016,4994,8102,2,0,0,8,1,1,4,11
2016,4994,8102,2,1,0,8,1,1,4,2
2016,4994,8102,3,0,0,8,1,1,4,22
2016,4994,8102,3,1,0,8,1,1,4,2
2016,4994,8102,1,0,0,8,1,1,4,2
2016,4994,8102,2,0,0,8,1,2,4,5
2016,4994,8102,2,1,0,8,1,2,4,1
2016,4994,8102,3,0,0,8,1,2,4,12
2016,4994,8102,3,1,0,8,1,2,4,1
2016,4994,8102,1,0,0,8,1,2,4,3
2016,4995,8102,2,0,0,8,1,1,4,5
2016,4995,8102,3,0,0,8,1,1,4,10
2016,4995,8102,2,0,0,8,1,2,4,2
2016,4995,8102,2,1,0,8,1,2,4,1
2016,4995,8102,3,0,0,8,1,2,4,5
2016,4996,8102,3,0,0,8,1,1,4,9
2016,4996,8102,2,0,0,8,1,1,4,1
2016,4996,8102,2,1,0,8,1,1,4,2
2016,4996,8102,3,1,0,8,1,1,4,1
2016,4996,8102,2,0,0,8,1,2,4,1
2016,4996,8102,2,1,0,8,1,2,4,1
2016,4996,8102,3,0,0,8,1,2,4,5
2016,4996,8102,3,1,0,8,1,2,4,3
2016,4997,8102,2,0,0,8,1,1,4,3
2016,4997,8102,3,0,0,8,1,1,4,9
2016,4997,8102,1,0,0,8,1,1,4,1
2016,4997,8102,2,0,0,8,1,2,4,3
2016,4997,8102,3,0,0,8,1,2,4,11
2016,4997,8102,1,0,0,8,1,2,4,1
2016,4998,8102,3,0,0,8,1,1,4,4
2016,4998,8102,2,0,0,8,1,1,4,1
2016,4998,8102,3,0,0,8,1,2,4,4
2016,4999,8102,2,0,0,8,1,1,4,1
2016,4999,8102,3,0,0,8,1,1,4,10
2016,4999,8102,1,0,0,8,1,1,4,1
2016,4999,8102,3,0,0,8,1,2,4,10
2016,4999,8102,2,1,0,8,1,2,4,1
2016,4999,8102,2,0,0,8,1,2,4,1
2016,5001,8102,2,0,0,8,1,1,4,15
2016,5001,8102,2,1,0,8,1,1,4,1
2016,5001,8102,3,0,0,8,1,1,4,38
2016,5001,8102,3,1,0,8,1,1,4,1
2016,5001,8102,1,0,0,8,1,1,4,2
2016,5001,8102,2,0,0,8,1,2,4,14
2016,5001,8102,2,1,0,8,1,2,4,2
2016,5001,8102,3,0,0,8,1,2,4,21
2016,5001,8102,3,1,0,8,1,2,4,2
2016,5001,8102,1,0,0,8,1,2,4,7
2016,5001,8102,1,1,0,8,1,2,4,2
2016,5002,8102,3,0,1,8,1,1,4,4
2016,5002,8102,3,0,1,8,1,2,4,2
2016,5003,8102,2,0,1,8,1,1,4,1
2016,5003,8102,3,0,1,8,1,1,4,3
2016,5003,8102,2,0,1,8,1,2,4,3
2016,5003,8102,3,0,1,8,1,2,4,7
2016,5003,8102,1,0,1,8,1,2,4,1
2016,5005,8102,2,0,1,8,1,1,4,8
2016,5005,8102,3,0,1,8,1,1,4,6
2016,5005,8102,1,0,1,8,1,1,4,2
2016,5005,8102,3,0,1,8,1,2,4,6
2016,5005,8102,1,0,1,8,1,2,4,3
2016,5005,8102,2,0,1,8,1,2,4,7
2016,5005,8102,3,1,1,8,1,2,4,1
2016,5006,8102,3,0,1,8,1,2,4,1
2016,5009,8102,2,0,0,8,2,1,4,3
